,User_Name,Twitter_Name,Location,Bio,Tweet,city_police,media,Language,Tweet_Link,is_Retweeted,Original_Tweet_by,Hashtags,User_Mentions,tweet_date,tweet_time
841,Datt Samarth,Saamdaam,,"It is not necessary to argue over something so insignificant, our journey together is so short.",RT @MonaAmbegaonkar: #Mumbai has the worst civic management of any world class city. No signs of road closures or diversions properly displ…,Mumbai,[],en,https://twitter.com/statuses/1139088613063479296,yes,MonaAmbegaonkar,['Mumbai'],"['MumbaiPolice', 'mtptraffic', 'MonaAmbegaonkar', 'MCGM_BMC', 'RidlrMUM']",Jun-13-2019,08:34:23
842,Victimized,Takeastand4just,FOLLOWS YOU,Made famous by infamous people. RT's not endorsements. Opinions personal. IF THE CAP FITS YOU WEAR IT. illegitimi non carborundum,"RT @Takeastand4just: @vivekkapoor111 @narendramodi @AmitShah You will never see justice
Gov't has been managed just like the @MumbaiPolice…",Mumbai,[],en,https://twitter.com/statuses/1139088566288617472,yes,Takeastand4just,[],"['narendramodi', 'MumbaiPolice', 'vivekkapoor111', 'Takeastand4just', 'AmitShah', 'UN', 'hrw']",Jun-13-2019,08:34:12
843,Suvandan Saraswat,SuvandanS,,,RT @wisehussein: @MaheshS63283851 @MumbaiPolice @CPMumbaiPolice @ThaneCityPolice @Dev_Fadnavis @MinistryWCD @smritiirani @timesofindia @mum…,Mumbai,[],en,https://twitter.com/statuses/1139088564786909184,yes,wisehussein,['BRINGBACKMITALI'],"['MumbaiPolice', 'MaheshS63283851', 'Dev_Fadnavis', 'mid_day', 'smritiirani', 'CPMumbaiPolice', 'PMOIndia', 'MinistryWCD', 'ThaneCityPolice', 'wisehussein', 'mumbaitimes', 'timesofindia', 'HMOIndia']",Jun-13-2019,08:34:11
844,MyNation_Fathers,dd_alienfather,Kolkata,"Out in the ocean, sailing along, travelling nowhere. RT's are DEFINITE endrosements",RT @MyNation_net: @MaheshS63283851 @MumbaiPolice @CPMumbaiPolice @ThaneCityPolice @wisehussein @Dev_Fadnavis @MinistryWCD @smritiirani @tim…,Mumbai,[],en,https://twitter.com/statuses/1139088544385732609,yes,MyNation_net,['BRINGBACKMITALI'],"['MahaPolice', 'mid_day', 'News24', 'MinistryWCD', 'PMOIndia', 'HMOIndia', 'MaheshS63283851', 'aajtak', 'dna', 'MahaDGIPR', 'smritiirani', 'MyNation_net', 'BBC', 'ThaneCityPolice', 'DGPMaharashtra', 'wisehussein', 'Thane_R_Police', 'abpnewstv', 'timesofindia', 'ndtv', 'MumbaiPolice', 'Dev_Fadnavis', 'CPMumbaiPolice', 'mumbaitimes', 'republic']",Jun-13-2019,08:34:06
845,Suvandan Saraswat,SuvandanS,,,RT @MyNation_net: @MaheshS63283851 @MumbaiPolice @CPMumbaiPolice @ThaneCityPolice @wisehussein @Dev_Fadnavis @MinistryWCD @smritiirani @tim…,Mumbai,[],en,https://twitter.com/statuses/1139088520604110849,yes,MyNation_net,['BRINGBACKMITALI'],"['MahaPolice', 'mid_day', 'News24', 'MinistryWCD', 'PMOIndia', 'HMOIndia', 'MaheshS63283851', 'aajtak', 'dna', 'MahaDGIPR', 'smritiirani', 'MyNation_net', 'BBC', 'ThaneCityPolice', 'DGPMaharashtra', 'wisehussein', 'Thane_R_Police', 'abpnewstv', 'timesofindia', 'ndtv', 'MumbaiPolice', 'Dev_Fadnavis', 'CPMumbaiPolice', 'mumbaitimes', 'republic']",Jun-13-2019,08:34:01
846,Suvandan Saraswat,SuvandanS,,,"Kalyan taluka Police station has taken FIR no. 318
Dt.  12th june 2019 But many hours passed but no news or trace teenage Mitali. Family is pain stricken, in trauma. Pls help in search for #BRINGBACKMITALI @PMOIndia @ThaneCityPolice @Navimumpolice @MumbaiPolice @CPMumbaiPolice",Mumbai,[],en,https://twitter.com/statuses/1139088415352246273,no,NA,['BRINGBACKMITALI'],"['MumbaiPolice', 'CPMumbaiPolice', 'ThaneCityPolice', 'Navimumpolice', 'PMOIndia']",Jun-13-2019,08:33:36
847,My Nation Chd,chd_my,,,"RT @Jhakasbachha: If @IAmKaranOberoi is behind bars on a mere allegation (FIR), why is his ACCUSER roaming outside freely?

To be allowed t…",Mumbai,[],en,https://twitter.com/statuses/1139088346515296256,yes,Jhakasbachha,[],"['MumbaiPolice', 'IAmKaranOberoi', 'CPMumbaiPolice', 'poojabeditweets', 'Jhakasbachha']",Jun-13-2019,08:33:19
848,Rhishikesh Lakhote,rhishilakhote,Mumbai,,"@nvr75 @mumbaitraffic @ShelarAshish There was a time when 1 used 2 b respectful of @MumbaiPolice , nt anymore. Blame it on explosion in the no of 2 wheelers &amp; general decay in moral standards bt the fact is no one cares for the law #nayaindia @RoadsOfMumbai @taxpayer_india",Mumbai,[],en,https://twitter.com/statuses/1139088234258976768,no,NA,['nayaindia'],"['mumbaitraffic', 'MumbaiPolice', 'taxpayer_india', 'ShelarAshish', 'RoadsOfMumbai', 'nvr75']",Jun-13-2019,08:32:52
849,K S Desai,kalpesh_s_desai,India,Free Markets advocate but believer in a welfare state.Many wish lists notable being Driving a train and Flying a plane.,"RT @nareshmali3: This is how footpath looks like #where to walk @MumbaiPolice 
Location : New link road , Padma Nagar Kandivali West https:…",Mumbai,[],en,https://twitter.com/statuses/1139088156085477376,yes,nareshmali3,['where'],"['nareshmali3', 'MumbaiPolice']",Jun-13-2019,08:32:34
850,Ankit Patel🌈,woundedshrink,Pune/Lucknow,"Psychiatrist (Adult & Geriatric ), Pune, India. I m #1in4 & #1in10. Survivor Of Two Episodes of Depression. Member @APAPsychiatric. #ChoosePsychiatry",RT @ShriSangeeta: We are an elderly couple living in Andheri West.We rented a property and are unable to get our security deposit back. Mor…,Mumbai,[],en,https://twitter.com/statuses/1139088001554739203,yes,ShriSangeeta,[],"['gyanesh', 'ShriSangeeta', 'MumbaiPolice']",Jun-13-2019,08:31:57
851,Anuj Mittal,anujmittal12345,"मुंबई, भारत",Government and Politics News Breaking News Politicians and Pol Parties,@MumbaiINDIAN42 @MumbaiPolice @CPMumbaiPolice If a cop has to pay lakhs of rupees for a police station of his choice then he will have to somehow recover his investment and that's why harassment has become normal. The root of the problem exists at the very top.,Mumbai,[],en,https://twitter.com/statuses/1139087810932215808,no,NA,[],"['MumbaiINDIAN42', 'MumbaiPolice', 'CPMumbaiPolice']",Jun-13-2019,08:31:12
852,MyNation_Lakshmi,MynationL,,Fighting against legal terrorism (power being misused by daughter-in-law),RT @MyNation_net: @MaheshS63283851 @MumbaiPolice @CPMumbaiPolice @ThaneCityPolice @wisehussein @Dev_Fadnavis @MinistryWCD @smritiirani @tim…,Mumbai,[],en,https://twitter.com/statuses/1139087699451580416,yes,MyNation_net,['BRINGBACKMITALI'],"['MahaPolice', 'mid_day', 'News24', 'MinistryWCD', 'PMOIndia', 'HMOIndia', 'MaheshS63283851', 'aajtak', 'dna', 'MahaDGIPR', 'smritiirani', 'MyNation_net', 'BBC', 'ThaneCityPolice', 'DGPMaharashtra', 'wisehussein', 'Thane_R_Police', 'abpnewstv', 'timesofindia', 'ndtv', 'MumbaiPolice', 'Dev_Fadnavis', 'CPMumbaiPolice', 'mumbaitimes', 'republic']",Jun-13-2019,08:30:45
853,Mens Rights Crusader,no1_mra,NoWhere,"Family/Men's Rights Advocate, Father, Criminal, Notorious, Technology Abuser, Strategist, Thinker, Nature Lover - MyNation Foundation",RT @MyNation_net: @MaheshS63283851 @MumbaiPolice @CPMumbaiPolice @ThaneCityPolice @wisehussein @Dev_Fadnavis @MinistryWCD @smritiirani @tim…,Mumbai,[],en,https://twitter.com/statuses/1139087650953056256,yes,MyNation_net,['BRINGBACKMITALI'],"['MahaPolice', 'mid_day', 'News24', 'MinistryWCD', 'PMOIndia', 'HMOIndia', 'MaheshS63283851', 'aajtak', 'dna', 'MahaDGIPR', 'smritiirani', 'MyNation_net', 'BBC', 'ThaneCityPolice', 'DGPMaharashtra', 'wisehussein', 'Thane_R_Police', 'abpnewstv', 'timesofindia', 'ndtv', 'MumbaiPolice', 'Dev_Fadnavis', 'CPMumbaiPolice', 'mumbaitimes', 'republic']",Jun-13-2019,08:30:33
854,SARDAR AHMED,sardarahmed71,,"किसी पार्टी या किसी शख़्स का गुलाम नहीं हूँ ।
आज़ाद देश का आज़ाद इन्सान हूँ ।
ज़ुल्म के खिलाफ़ हूँ इंसानियत का पैरोकार हूँ ।",RT @harish25041: क्या ट्रॅफिक पोलीस को इस तरह मारने का अधिकार प्राप्त है. क्या बीती होगी उस मासूम बच्चे पर जब  उसके पिता को उसके सामने मारा…,Mumbai,[],hi,https://twitter.com/statuses/1139087566487994368,yes,harish25041,[],"['MumbaiPolice', 'CMOMaharashtra', 'harish25041', 'Dev_Fadnavis']",Jun-13-2019,08:30:13
855,Prakash Tadaka. Mynation,PrakahTadaka,,Choose Happy Marriage or Easy Divorce,RT @MyNation_net: @MaheshS63283851 @MumbaiPolice @CPMumbaiPolice @ThaneCityPolice @wisehussein @Dev_Fadnavis @MinistryWCD @smritiirani @tim…,Mumbai,[],en,https://twitter.com/statuses/1139087563057057793,yes,MyNation_net,['BRINGBACKMITALI'],"['MahaPolice', 'mid_day', 'News24', 'MinistryWCD', 'PMOIndia', 'HMOIndia', 'MaheshS63283851', 'aajtak', 'dna', 'MahaDGIPR', 'smritiirani', 'MyNation_net', 'BBC', 'ThaneCityPolice', 'DGPMaharashtra', 'wisehussein', 'Thane_R_Police', 'abpnewstv', 'timesofindia', 'ndtv', 'MumbaiPolice', 'Dev_Fadnavis', 'CPMumbaiPolice', 'mumbaitimes', 'republic']",Jun-13-2019,08:30:12
856,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#JAIPUR : औषधि नियंत्रक संगठन की बगरू में बड़ी कार्रवाई

आयुर्वेदिक दवा में मिलाकर बेच रहे एलोपैथी दवाएं, आयुष राज नाम से चल रही फैक्ट्री पर बड़ी कार्रवाई,एलोपैथी मिली हुई दवाएं की गई सीज,बगरू थाना पुलिस में दर्ज कराया गया मामला। @jaipur_police #RajasthanNewsWithZee",jaipur,[],hi,https://twitter.com/statuses/1139095395630366723,no,NA,"['RajasthanNewsWithZee', 'JAIPUR']",['jaipur_police'],Jun-13-2019,09:01:20
857,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#जयपुर : शराब की दुकान से शराब के दो कट्टे की चोरी। मालवीय नगर इलाके की घटना। सूचना  के बाद पुलिस पहुंची मौके पर और सीसीटीवी खंगाल रही है। 

@jaipur_police @RajGovOfficial #RajasthanNewsWithZee",jaipur,[],hi,https://twitter.com/statuses/1139094897552609281,no,NA,"['RajasthanNewsWithZee', 'जयपुर']","['RajGovOfficial', 'jaipur_police']",Jun-13-2019,08:59:21
858,Anurag Chaturvedi,Anurag42638072,"Jaipur, India",,"RT @Anurag42638072: @PoliceRajasthan @jaipur_police @rajnathsingh @AmitShah @PMOIndia 

Dear sir ,
Aap se nivedan hai jab Rajasthan me prom…",jaipur,[],hi,https://twitter.com/statuses/1139092366915072000,yes,Anurag42638072,[],"['PoliceRajasthan', 'jaipur_police', 'AmitShah', 'rajnathsingh', 'PMOIndia', 'Anurag42638072']",Jun-13-2019,08:49:18
859,Anurag Chaturvedi,Anurag42638072,"Jaipur, India",,"@PoliceRajasthan @jaipur_police @rajnathsingh @AmitShah @PMOIndia 

Dear sir ,
Aap se nivedan hai jab Rajasthan me promotion seniorty ke according ho raha hai .
Thoda sa training bhi uske according ho
Bahut see log ase hai jinki job Puri ho chuki hai .per training itni hard https://t.co/97UWiaoDFj",jaipur,['https://twitter.com/Anurag42638072/status/1139091993571684357/photo/1'],hi,https://twitter.com/statuses/1139091993571684357,no,NA,[],"['PoliceRajasthan', 'jaipur_police', 'AmitShah', 'rajnathsingh', 'PMOIndia']",Jun-13-2019,08:47:49
860,Cabipool Jaipur,CabipoolJAIPUR,"Jaipur, India","Ride, Chat & Share! Official Exclusive handle for RTing #JaipurTrafficUpdates. Download our app from https://t.co/MbyTdv6ILZ","RT @B_S_Chandrawat: #जयपुर में निर्दोष बुजुर्ग किशोर सिंह जी बाबोसा की मौत के लिए दो लोग जिम्मेदार हैं

एक लापरवाह मुख्यमंत्री @ashokgehlot…",jaipur,[],hi,https://twitter.com/statuses/1139091624649248768,yes,B_S_Chandrawat,"['बजरी_माफिया', 'जयपुर']","['traffic_jpr', 'PoliceRajasthan', 'ashokgehlot51', 'B_S_Chandrawat', 'VasundharaBJP', 'jaipur_police', 'PMOIndia', 'HMOIndia']",Jun-13-2019,08:46:21
861,Alwar Police,AlwarPolice,"Alwar, India","Official handle of Alwar Police, #Rajasthan. Our motto ~ सेवार्थ कटिबद्धता (Committed to Serve).
Do not report crime here. Emergency #Police Helpline 100",RT @jaipur_police: #JaipurPolice #TeamJaipurPolice #CrimeFreeJaipur #SafeJaipur #SmartJaipur https://t.co/EPTXscbvNf,jaipur,['https://twitter.com/jaipur_police/status/1139068622318448641/photo/1'],und,https://twitter.com/statuses/1139090478874398720,yes,jaipur_police,"['TeamJaipurPolice', 'JaipurPolice', 'SafeJaipur', 'SmartJaipur', 'CrimeFreeJaipur']",['jaipur_police'],Jun-13-2019,08:41:48
862,Aapno City News,teja3100,"राजस्थान, भारत",तेजाराम लाडणवा,"जोधपुर
 नाबालिग से दुष्कर्म
जबरन गर्भपात करवाने का भी आरोप, केरु निवासी राहुल के खिलाफ प्रकरण दर्ज, पॉक्सो एक्ट के तहत मामला दर्ज, राजीव गांधी नगर थाना पुलिस जुटी जांच में...
@jaipur_police @RahulGandhi @PoliceRajasthan",jaipur,[],hi,https://twitter.com/statuses/1139090384842215424,no,NA,[],"['PoliceRajasthan', 'jaipur_police', 'RahulGandhi']",Jun-13-2019,08:41:25
863,Aapno City News,teja3100,"राजस्थान, भारत",तेजाराम लाडणवा,"सिरोही
केमिकल से भरा टैंकर पलटा,
टैंकर पलटते ही लगी आग, सूचना पर कोतवाली थाना पुलिस पहुंची मौके पर, फायर ब्रिगेड भी पहुंची मौके पर, सारणेश्वर पुलिया के पास की घटना...@jaipur_police",jaipur,[],hi,https://twitter.com/statuses/1139090383546114048,no,NA,[],['jaipur_police'],Jun-13-2019,08:41:25
864,Aapno City News,teja3100,"राजस्थान, भारत",तेजाराम लाडणवा,"भरतपुर
 नदबई : पुलिस और गौतस्करों में हुई मुठभेड़

रात को पुलिस और गौतस्करों के बीच हुई फायरिंग, पुलिस की ओर से करीब 15 राउंड फायरिंग की सूचना, गौतस्कर गाड़ी छोड़कर हुए फरार, जब्त कार से एक गौवंश बरामद, लुहासा गांव के समीप की घटना...@jaipur_police",jaipur,[],hi,https://twitter.com/statuses/1139090383340621824,no,NA,[],['jaipur_police'],Jun-13-2019,08:41:25
865,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#जयपुर : नेशनल जूनियर,सब जूनियर तैयारी प्रतियोगिता

26 जून से 30 जून तक गुजरात में होगी प्रतियोगिता, प्रतियोगिता के लिए राजस्थान टीम का किया ऐलान, दोनों वर्गों में 16 खिलाड़ियों का किया गया चयन, जयपुर से सबसे ज्यादा 10 खिलाड़ियों का हुआ चयन। @jaipur_police @RajGovOfficial",jaipur,[],hi,https://twitter.com/statuses/1139089415056240641,no,NA,['जयपुर'],"['RajGovOfficial', 'jaipur_police']",Jun-13-2019,08:37:34
866,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#सांभरलेक(#जयपुर)- देवयानी सरोवर में नहाते समय युवती डूबी

समय रहते स्थानीय लोगो ने युवती की बचाई जान, ग्रामीणों ने सामुदायिक स्वास्थ्य केंद्र पहुंचाया, प्राथमिक उपचार के बाद जयपुर किया रेफर, 14 वर्षीय किरण कुमावत श्यामी की ढाणी निवासी।

@jaipur_police #RajasthanNewsWithZee https://t.co/gpQPUJw9kG",jaipur,['https://twitter.com/zeerajasthan_/status/1139088511884189697/photo/1'],hi,https://twitter.com/statuses/1139088511884189697,no,NA,"['RajasthanNewsWithZee', 'सांभरलेक', 'जयपुर']",['jaipur_police'],Jun-13-2019,08:33:59
867,Mahendra gurjar,Mahendr70765522,"Jodhpur, India",belive in my self.,"@1stIndiaNews @DholpurPolice @PoliceRajasthan @RajCMO @jaipur_police मानवता को शर्मसार कर देने वाली घटना ।
@SachinPilot  @ashokgehlot51 @narendramodi @aajtak",jaipur,[],hi,https://twitter.com/statuses/1139088493840199685,no,NA,[],"['narendramodi', 'PoliceRajasthan', 'aajtak', 'SachinPilot', 'ashokgehlot51', 'DholpurPolice', 'jaipur_police', '1stIndiaNews', 'RajCMO']",Jun-13-2019,08:33:54
868,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#जयपुर : बिजली कर्मचारी फिर से आंदोलन की तैयारी में 

तकनीकी कर्मचारियों की समस्याओं को लेकर प्रदर्शन, राममंदिर स्थित पॉवर ऑफिस पर हो रहा प्रदर्शन, प्रमुख मांगों के समाधान की कर रहे हैं मांग, KPI और फीडर इंचार्ज का विरोध और वेतनमान सुधार की मांग। 

@jaipur_police @MinOfPower",jaipur,[],hi,https://twitter.com/statuses/1139087029629665280,no,NA,['जयपुर'],"['MinOfPower', 'jaipur_police']",Jun-13-2019,08:28:05
869,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#जयपुर- आदर्श क्रेडिट को-ऑपरेटिव सोसायटी घोटाला

घोटाले को लेकर आंदोलन की तैयारी, घोटाले में पीड़ित व्यापारी और स्थानीय हुए एकजुट, विधायक अशोक लाहोटी के नेतृत्व में पीड़ितों की बुलायी बैठक, शाम 5 बजे मानसरोवर रजतपथ पर बुलायी गई बैठक। 

@jaipur_police @AshokLahotyBJP",jaipur,[],hi,https://twitter.com/statuses/1139086432339779584,no,NA,['जयपुर'],"['AshokLahotyBJP', 'jaipur_police']",Jun-13-2019,08:25:43
870,Akhilesh meena,akhiles39301255,"Rajasthan, India",village nandkla post gorda tech-todabhim karauli -321611,"@1stIndiaNews @DholpurPolice @PoliceRajasthan @RajCMO @jaipur_police @ashokgehlot51 
@SachinPilot 

Dear cm Rajasthan
Please look into this matter kindly take tha  action",jaipur,[],en,https://twitter.com/statuses/1139084084712529920,no,NA,[],"['PoliceRajasthan', 'SachinPilot', 'ashokgehlot51', 'DholpurPolice', 'jaipur_police', '1stIndiaNews', 'RajCMO']",Jun-13-2019,08:16:23
871,Bharat Singh Chandrawat,B_S_Chandrawat,India,#PinkCity #Jaipur #Rajasthan : NaMo Fan 100% Follow back मेरे ट्वीट लाइक्स में मिलेंगे 👍Jaipur,"#जयपुर में निर्दोष बुजुर्ग किशोर सिंह जी बाबोसा की मौत के लिए दो लोग जिम्मेदार हैं

एक लापरवाह मुख्यमंत्री @ashokgehlot51 
दूसरा रिश्वतखोर पुलिस प्रशासन @PoliceRajasthan @jaipur_police @traffic_jpr 

#बजरी_माफिया @VasundharaBJP @HMOIndia @PMOIndia https://t.co/kaNNqqjeRN",jaipur,['https://twitter.com/B_S_Chandrawat/status/1139083953409650689/photo/1'],hi,https://twitter.com/statuses/1139083953409650689,no,NA,"['बजरी_माफिया', 'जयपुर']","['traffic_jpr', 'PoliceRajasthan', 'ashokgehlot51', 'VasundharaBJP', 'jaipur_police', 'PMOIndia', 'HMOIndia']",Jun-13-2019,08:15:52
872,Kabir Is God,KabirIs58570729,,Kabir is God,"RT @zeerajasthan_: #JAIPUR : रियल एस्टेट बाजार में मंदी को लेकर सरकार की पहल !

राज्य सरकार ने शुरू किए अपने स्तर पर प्रयास, नगरीय विकास वि…",jaipur,[],hi,https://twitter.com/statuses/1139080508552335361,yes,zeerajasthan_,['JAIPUR'],"['jaipur_police', 'RajGovOfficial', 'zeerajasthan_']",Jun-13-2019,08:02:10
873,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#जयपुर- प्रदेश में पौधारोपण की होगी शुरूआत

1 जुलाई से पूरे प्रदेश में बांटे जाएंगे पौधे, वन विभाग की नर्सरियों में बांटे जाएंगे पौधे, 2 करोड़ पौधे बाटने का रखा गया लक्ष्य, नर्सरियों में कई किस्म के पौधे किए गए तैयार। 

@jaipur_police @RajGovOfficial #RajasthanNewsWithZee",jaipur,[],hi,https://twitter.com/statuses/1139080471550124032,no,NA,"['RajasthanNewsWithZee', 'जयपुर']","['RajGovOfficial', 'jaipur_police']",Jun-13-2019,08:02:02
874,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#चौमूं नगर पालिका में जमकर हुआ हंगामा 

स्काउट कार्यालय तोड़ने के बाद उपजा विवाद, स्काउट के छात्र- छात्राओं ने किया हंगामा,
पालिका में ईओ के खिलाफ की जमकर नारेबाजी, बिना नोटिस के दिए अतिक्रमण बताकर तोड़ा गया भवन, पास में बना पुराना भवन हुआ भी क्षतिग्रस्त। @jaipur_police",jaipur,[],hi,https://twitter.com/statuses/1139080104863100933,no,NA,['चौमूं'],['jaipur_police'],Jun-13-2019,08:00:34
875,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#चौमूं : अतिक्रमण बताकर नगर पालिका ने तोड़ दिया स्काउट कार्यालय

स्काउट कार्यालय तोड़ने के बाद छात्र-छात्राओं में आक्रोश, बिना नोटिस दिए ही नगर पालिका ने ध्वस्त कर दिया भवन, आखिर नगर पालिका प्रशासन को क्यों थी इतनी जल्दबाजी? @jaipur_police @RajGovOfficial",jaipur,[],hi,https://twitter.com/statuses/1139079886348226560,no,NA,['चौमूं'],"['RajGovOfficial', 'jaipur_police']",Jun-13-2019,07:59:42
876,Ashutosh kumar,Ashutos69740509,Jaipur ,Always be happy,@jaipur_police sir me sodala  sushilpura se bol raha hu Yaha par shop wala 1 rupe ka coin nahi le raha hai aur castmer ko problem ho raha hai please help me,jaipur,[],hi,https://twitter.com/statuses/1139079622220320768,no,NA,[],['jaipur_police'],Jun-13-2019,07:58:39
877,SURYA Bhilwara,BhilwaraSurya,"Bhilwara, India",Indian,@PoliceRajasthan @unwomenindia @MinistryWCD @smritiirani @HRDMinistry @jaipur_police @ashokgehlot51 @RajGovOfficial @RajCMO @IPS_Association @AmitShah @ITBP_official @CISFHQrs @nsgblackcats Nice jo,jaipur,[],es,https://twitter.com/statuses/1139079585990004737,no,NA,[],"['RajGovOfficial', 'IPS_Association', 'PoliceRajasthan', 'smritiirani', 'CISFHQrs', 'MinistryWCD', 'ashokgehlot51', 'HRDMinistry', 'unwomenindia', 'jaipur_police', 'AmitShah', 'nsgblackcats', 'ITBP_official', 'RajCMO']",Jun-13-2019,07:58:31
878,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#JAIPUR : रियल एस्टेट बाजार में मंदी को लेकर सरकार की पहल !

राज्य सरकार ने शुरू किए अपने स्तर पर प्रयास, नगरीय विकास विभाग जुटा इस कामकाज में, निकायों की नए सिरे से बनेगी प्रॉपर्टी ऑक्शन पॉलिसी, मंत्री शांति धारीवाल ने अधिकारियों को दिए निर्देश।@jaipur_police @RajGovOfficial",jaipur,[],hi,https://twitter.com/statuses/1139079114189463552,no,NA,['JAIPUR'],"['RajGovOfficial', 'jaipur_police']",Jun-13-2019,07:56:38
879,Cabipool Jaipur,CabipoolJAIPUR,"Jaipur, India","Ride, Chat & Share! Official Exclusive handle for RTing #JaipurTrafficUpdates. Download our app from https://t.co/MbyTdv6ILZ","RT @ankushsharmaf: @PoliceRajasthan , Me brother Keshav Sharma is missing since yesterday morning.

Kindly support to circulate these photo…",jaipur,[],en,https://twitter.com/statuses/1139076523770748928,yes,ankushsharmaf,[],"['ankushsharmaf', 'traffic_jpr', 'jaipur_police', 'PoliceRajasthan']",Jun-13-2019,07:46:20
880,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#जयपुर : राजस्व मंडल सदस्य शिखर अग्रवाल पहुंचे कलेक्ट्रेट

राजस्व अपील अधिकारी,एसडीएम प्रथम दफ्तर, और उपखंड अधिकारी आमेर का किया निरीक्षण, राजस्व प्रकरणों के त्वरित और समय पर निस्तारण के निर्देश, राजस्व रिकार्ड के मामलों को सही करवाने के दिए निर्देश। @jaipur_police https://t.co/kyCZy6UcmD",jaipur,['https://twitter.com/zeerajasthan_/status/1139074527906783232/photo/1'],hi,https://twitter.com/statuses/1139074527906783232,no,NA,['जयपुर'],['jaipur_police'],Jun-13-2019,07:38:25
881,Zee Rajasthan News,zeerajasthan_,"Film City Sector 16A, Noida","WATCH VIDEOS AND LIVE :
https://t.co/Rh1DJVqltd & https://t.co/XXzkIdK2AL","#बस्सी (#जयपुर) : क्षेत्र में पिछले 10 घण्टे में तीसरी जगह लगी आग

हिरावाला औधोगिक क्षेत्र गुरुकृपा पेपर मील में लगी शॉर्ट सर्किट से आग, फैक्ट्री में रखे पेपर और रद्दी जलकर हुआ राख, दो दमकलों से आग पर पाया काबू,बल्लूपूरा में दो ट्रांसफॉर्मरों में लगी आग।@jaipur_police",jaipur,[],hi,https://twitter.com/statuses/1139074133520596992,no,NA,"['बस्सी', 'जयपुर']",['jaipur_police'],Jun-13-2019,07:36:51
882,Subhdesh Chauhan,subhgiglana,,,"#rajsthan_govrment &amp; #rajsthan_police को बजरी माफियों के खिलाफ सख्त कदम उठाने की जरूरत हैं।
राजस्थान के आम जन आप से अनुरोध करते हैं कि कातिलों की तुरन्त गिरफ़्तार कर फांसी की सजा दी जाये।
#बाबोसा के हत्यारों को गिरफ़्तार करो
@ashokgehlot51 
@PoliceRajasthan 
@jaipur_police https://t.co/9YfJologks",jaipur,['https://twitter.com/subhgiglana/status/1139070795932561408/photo/1'],hi,https://twitter.com/statuses/1139070795932561408,no,NA,"['बाबोसा', 'rajsthan_police', 'rajsthan_govrment']","['ashokgehlot51', 'jaipur_police', 'PoliceRajasthan']",Jun-13-2019,07:23:35
883,Ankush Sharma🇮🇳,ankushsharmaf,Jaipur/Pune,,"@PoliceRajasthan , Me brother Keshav Sharma is missing since yesterday morning.

Kindly support to circulate these photos to your teams across Rajasthan.

Thanks for your cooperation.
@jaipur_police @traffic_jpr https://t.co/wJfTbV3vQY",jaipur,['https://twitter.com/ankushsharmaf/status/1139069925203464192/photo/1'],en,https://twitter.com/statuses/1139069925203464192,no,NA,[],"['traffic_jpr', 'jaipur_police', 'PoliceRajasthan']",Jun-13-2019,07:20:07
